Health_Center_Name,City,State,County,Year,Abr,Total_Patients,Children,Adults_under_65,Older_Adults,Racial_Ethnic_Minority,Hispanic_Latino_Ethnicity,African_American,Asian,American_Indian_Alaskan_Native,Native_Hawaiian_Other_Pacific_Islander,More_than_one_race,Best_Served_in_another_language,Patients_at_or_below_200Pct_Poverty,Patients_at_or_below_100Pct_Poverty,Uninsured,Medicaid_CHIP,Medicare,Other_Third_Party,Medical_Services,Dental_Services,Mental_Health_Services,Substance_Abuse_Services,Vision_Services,Enabling_Services,Pct_Pts_with_Hypertension,Pct_Pts_with_Diabetes,Pct_Pts_with_Asthma,Pct_Pts_with_HIV,Prenatal_Patients,Prenatal_Patients_who_delivered,Acces_to_Prenatal_Care,Pct_Births_with_Low_Birth_Weight,Cervical_Cancer_Screening,Adolescent_Weight_Screening_and_Follow Up,Adult_Weight_Screening_and_Follow Up,Colorectal_Cancer_Screening,Childhood_Immunization,Appropriate_Asthma_Treatment_Plan,Cholesterol_Treatment_Lipid_Therapy_CAD,Heart_Attack_Stroke_Treatment_Aspirin_IVD,Blood_Pressure_Control,Total_Cost_per_Patient,Health Center Type,Health Center Location Type,Health Center Location Setting
WESTSIDE FAMILY HEALTH CENTER,SANTA MONICA,California,Los Angeles,2018,CA,12695,0.2172509,0.7681764,0.01457267,0.6686495,0.5194559,0.14583829999999998,0.04617414,0.001918925,0.00887503,0.01487167,0.2765656,0.9299724,0.5215439000000001,0.4825522,0.5110673,0.006380465,0.0,1.0,0.0,0.0,0.0,0.0,0.07948011,0.07190333,0.03888103,0.03174478,7.879999999999999e-05,465,250,0.7827957,0.01195219,0.8152877,0.9681841,0.9286224000000001,0.3103448,0.7571428000000001,0.9230769,1.0,1.0,0.8389356,438.3434,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
HIGH PLAINS COMMUNITY HEALTH CENTER,LAMAR,Colorado,Prowers,2018,CO,9318,0.3350504,0.5352007,0.1297489,0.38699520000000004,0.3656369,0.01051133,0.002080368,0.003832257,0.003832257,0.006898062,0.1216999,0.7532198,0.46005240000000003,0.30736209999999997,0.3757244,0.08081133,0.23610219999999998,0.8979394,0.28546900000000003,0.05215712,0.0,0.05924018,0.01083924,0.33048330000000004,0.1656862,0.044579900000000006,0.000119517,66,35,0.8787879000000001,0.05882353,0.45460200000000006,0.6681035,0.8411371,0.13391979999999998,0.6181818,0.8119835,0.7254901999999999,0.7216494999999999,0.7384786,1097.943,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
UNCOMPAHGRE COMBINED CLINICS,NORWOOD,Colorado,San Miguel,2018,CO,2116,0.22448020000000002,0.5812854000000001,0.1942344,0.1076845,0.07418546,0.003672613,0.004197272,0.01573977,0.001049318,0.01783841,0.02882798,0.42927170000000003,0.1694678,0.137051,0.3227788,0.1895085,0.3506616,0.8081285,0.38988659999999997,0.09026465,0.0,0.0,0.1706049,0.2739634,0.0605619,0.04385965,0.0,14,13,0.8571429,0.0,0.4314607,0.9330985999999999,0.977707,0.5161812,0.3809524,0.8888889000000001,0.7758621,0.875,0.6592179,1389.015,Service Delivery Site,Permanent,All Other Clinic Types
"CHARTER OAK HEALTH CENTER, INC.",HARTFORD,Connecticut,Hartford,2018,CT,19358,0.19599129999999998,0.7136068,0.0904019,0.9216040000000001,0.7244255999999999,0.2711092,0.02321582,0.01883061,0.03336199,0.004471195,0.5080587000000001,0.9813069,0.36377170000000003,0.19805770000000003,0.6370493,0.05517099,0.1097221,0.8257568000000001,0.2292076,0.08916210000000001,0.0028928609999999996,0.02004339,0.2074078,0.3025177,0.1837039,0.1355646,0.01213638,231,111,0.8095238,0.04504504,0.5944961,0.7163636,0.5391675,0.7006899999999999,0.40909090000000004,0.9680365,0.8727273000000001,0.9936709,0.600725,985.6953,Service Delivery Site,Permanent,All Other Clinic Types
"STAYWELL HEALTH CARE, INC.",WATERBURY,Connecticut,New Haven,2018,CT,23434,0.4187932,0.5002561,0.08095075,0.8396244,0.6327244000000001,0.2224058,0.02622182,0.007781272,0.01124554,0.05036508,0.2650422,0.9599947,0.7616764,0.131433,0.7218998000000001,0.0734403,0.07322694,0.7334215000000001,0.46394129999999995,0.04024068,0.01177776,0.0,0.01113766,0.357871,0.1812297,0.1177634,0.009833014000000001,442,192,0.8438914000000001,0.078125,0.6549465999999999,0.8018118000000001,0.8369075999999999,0.6345679,0.5694051,0.9409325999999999,0.9710145,0.9876543,0.6496041,948.6235,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
LA CLINICA DEL PUEBLO,WASHINGTON,District of Columbia,District of Columbia,2018,DC,4755,0.1560463,0.7568875,0.08706625,0.9863042999999999,0.9072555,0.4616977,0.02484472,0.002070393,0.01242236,0.05590062,0.8357518,0.8374835999999999,0.37090429999999996,0.34889590000000004,0.29169290000000003,0.06203996,0.2973712,0.8948475,0.001892744,0.16551,0.0382755,0.0,0.2063092,0.24388629999999997,0.1518776,0.05381904,0.07708578,124,53,0.6532258000000001,0.03773585,0.8578536,0.8449074000000001,0.5783508,0.6599616999999999,0.5454545999999999,0.9761904,0.8857143,0.8837209,0.7256026999999999,2386.8320000000003,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"CITRUS HEALTH NETWORK, INC.",HIALEAH,Florida,Miami-Dade,2018,FL,31465,0.45529949999999997,0.45275699999999997,0.09194343,0.9399616,0.8156691999999999,0.13729770000000002,0.002540137,0.000260527,3.26e-05,0.02188426,0.4156682,0.9423697,0.7484768,0.1413634,0.5650723000000001,0.1134276,0.1801367,0.5627522,0.0,0.5668203,0.02784046,0.0,0.08247259,0.1595947,0.07416774,0.02055684,0.008301801999999999,490,247,0.7306121999999999,0.04417671,0.7054706999999999,0.9960696,0.9563200000000001,0.5066829,0.2849162,1.0,0.8648648999999999,0.9431818000000001,0.7267365,2002.405,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",WINTER GARDEN,Florida,Orange,2018,FL,68225,0.4491169,0.48362040000000006,0.06726273,0.7817673,0.410833,0.3399527,0.021267599999999998,0.0021455529999999997,0.003570701,0.06557249,0.22532800000000003,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
